item,itemLabel,year,genreLabel
http://www.wikidata.org/entity/Q95734111,Susie Bick,1966,female
http://www.wikidata.org/entity/Q96774818,Kedem Sasson,1966,male
http://www.wikidata.org/entity/Q97396503,Peter Jeroense,1966,male
http://www.wikidata.org/entity/Q50082937,Barbara í Gongini,1966,female
http://www.wikidata.org/entity/Q21062711,Deniz Carolina Erbuğ,1966,female
http://www.wikidata.org/entity/Q75634385,Selina Blow,1966,female
http://www.wikidata.org/entity/Q58450088,Hector Terrones,1966,male
http://www.wikidata.org/entity/Q62712845,Q62712845,1966,male
http://www.wikidata.org/entity/Q21716721,Sonja Jürgens,1966,female
http://www.wikidata.org/entity/Q724868,LisaRaye McCoy-Misick,1967,female
http://www.wikidata.org/entity/Q798174,Daphne Guinness,1967,female
http://www.wikidata.org/entity/Q243113,Cedella Marley,1967,female
http://www.wikidata.org/entity/Q15973317,Karine Arabian,1967,female
http://www.wikidata.org/entity/Q16197024,Julie Chaiken,1967,female
http://www.wikidata.org/entity/Q16197286,Ivy Supersonic,1967,female
http://www.wikidata.org/entity/Q77939,Michael Michalsky,1967,male
http://www.wikidata.org/entity/Q4762474,Angela Kelly,1967,female
http://www.wikidata.org/entity/Q1608028,Valeria Marini,1967,female
http://www.wikidata.org/entity/Q12195750,Basil Soda,1967,male
http://www.wikidata.org/entity/Q5125281,Claire Pettibone,1967,female
http://www.wikidata.org/entity/Q16274674,Nicolas Petrou,1967,male
http://www.wikidata.org/entity/Q16887689,Asma Hussain,1967,female
http://www.wikidata.org/entity/Q17094094,Tina Haagensen,1967,female
http://www.wikidata.org/entity/Q1789254,Amir Slama,1967,male
http://www.wikidata.org/entity/Q2032718,Paul Frank,1967,male
http://www.wikidata.org/entity/Q2347913,Stewart Parvin,1967,male
http://www.wikidata.org/entity/Q5428231,Fabrizio Viti,1967,male
http://www.wikidata.org/entity/Q5712804,Pär Engsheden,1967,male
http://www.wikidata.org/entity/Q5983012,Ian Stuart,1967,male
http://www.wikidata.org/entity/Q23892584,Brian Atwood,1967,male
http://www.wikidata.org/entity/Q17627228,Robert Kupisz,1967,male
http://www.wikidata.org/entity/Q3359235,Ozwald Boateng,1967,male
http://www.wikidata.org/entity/Q3470884,Sammy Sheldon,1967,female
http://www.wikidata.org/entity/Q3493957,Vanessa Bruno,1967,female
http://www.wikidata.org/entity/Q6224152,Nick Verreos,1967,male
http://www.wikidata.org/entity/Q6367548,Kara Saun,1967,female
http://www.wikidata.org/entity/Q26696690,Aheda Zanetti,1967,female
http://www.wikidata.org/entity/Q26705205,Mirela Rupic,1967,female
http://www.wikidata.org/entity/Q6662548,Lloyd Klein,1967,male
http://www.wikidata.org/entity/Q6695592,Lubov Azria,1967,female
http://www.wikidata.org/entity/Q6983877,NeNe Leakes,1967,female
http://www.wikidata.org/entity/Q18644222,Hannibal Laguna,1967,male
http://www.wikidata.org/entity/Q18739443,Alexandre Plokhov,1967,male
http://www.wikidata.org/entity/Q37427111,Magnus Walker,1967,male
http://www.wikidata.org/entity/Q107396395,Petra Besomi,1967,female
http://www.wikidata.org/entity/Q109569928,Carl Tillessen,1967,male
http://www.wikidata.org/entity/Q7351960,Roberto de Villacis,1967,male
http://www.wikidata.org/entity/Q7442426,Sebastian Gunawan,1967,male
http://www.wikidata.org/entity/Q7562953,Sophie Albou,1967,female
http://www.wikidata.org/entity/Q10325167,Marcelo Sommer,1967,male
http://www.wikidata.org/entity/Q90790321,Marisol Deluna,1967,female
http://www.wikidata.org/entity/Q10364361,Ronaldo Fraga,1967,male
http://www.wikidata.org/entity/Q11565215,Shinsuke Takizawa,1967,male
http://www.wikidata.org/entity/Q11580944,Akira Minagawa,1967,male
http://www.wikidata.org/entity/Q104532454,Beatrice Looi,1967,female
http://www.wikidata.org/entity/Q15714975,Joanna Przetakiewicz,1967,female
http://www.wikidata.org/entity/Q121193958,Mary Ann Rosenfeld,1967,female
http://www.wikidata.org/entity/Q95260555,Angela Chan,1967,female
http://www.wikidata.org/entity/Q47483494,Milan Gacanovic,1967,male
http://www.wikidata.org/entity/Q48689368,Lorenzo Caprile,1967,male
http://www.wikidata.org/entity/Q20657088,Margaret Josephs,1967,female
http://www.wikidata.org/entity/Q20685509,Reza Shariffi,1967,male
http://www.wikidata.org/entity/Q20984058,Guo Pei,1967,female
http://www.wikidata.org/entity/Q20984213,Taoray Wang,1967,female
http://www.wikidata.org/entity/Q78128595,Macario Jiménez,1967,male
http://www.wikidata.org/entity/Q78171792,Willy Chavarria,1967,male
http://www.wikidata.org/entity/Q53093137,Erik Verdonck,1967,male
http://www.wikidata.org/entity/Q56350704,Pierpaolo Piccioli,1967,male
http://www.wikidata.org/entity/Q59185077,Noureddine Amir,1967,male
http://www.wikidata.org/entity/Q434761,Tamara Mellon,1967,female
http://www.wikidata.org/entity/Q1706787,Joseph Corré,1967,male
http://www.wikidata.org/entity/Q6108339,JJ Valaya,1967,male
http://www.wikidata.org/entity/Q124705324,Niels Klavers,1967,male
http://www.wikidata.org/entity/Q107097421,Victor Bellaish,1968,male
http://www.wikidata.org/entity/Q112510731,Louise Scott-Smith,1968,female
http://www.wikidata.org/entity/Q12424751,Jana Janatová,1968,female
http://www.wikidata.org/entity/Q241810,Atıl Kutoğlu,1968,male
http://www.wikidata.org/entity/Q257243,Margaret Cho,1968,female
http://www.wikidata.org/entity/Q388035,Gloria Trevi,1968,female
http://www.wikidata.org/entity/Q11998,Kylie Minogue,1968,female
http://www.wikidata.org/entity/Q29619,Marjan Pejoski,1968,male
http://www.wikidata.org/entity/Q107104,Anja Gockel,1968,female
http://www.wikidata.org/entity/Q4757186,Andrew Groves,1968,male
http://www.wikidata.org/entity/Q4777401,Antthony Mark Hankins,1968,male
http://www.wikidata.org/entity/Q4778201,Anya Hindmarch,1968,female
http://www.wikidata.org/entity/Q4892986,Bernard Chandran,1968,male
http://www.wikidata.org/entity/Q4957437,Cyd Jouny,1968,female
http://www.wikidata.org/entity/Q1074078,Kiyoharu,1968,male
http://www.wikidata.org/entity/Q1314282,Edit Szűcs,1968,female
http://www.wikidata.org/entity/Q1557610,Miguel Caballero,1968,male
http://www.wikidata.org/entity/Q12145629,Lilia Poustovit,1968,female
http://www.wikidata.org/entity/Q12263711,Miriam Okariz,1968,female
http://www.wikidata.org/entity/Q5129762,Claw Money,1968,female
http://www.wikidata.org/entity/Q16629111,Sarah Bustani,1968,female
http://www.wikidata.org/entity/Q1790989,Fause Haten,1968,male
http://www.wikidata.org/entity/Q5418846,Ewa Minge,1968,female
http://www.wikidata.org/entity/Q6076605,Tanju Babacan,1968,male
http://www.wikidata.org/entity/Q23664200,Elena Kriegner,1968,female
http://www.wikidata.org/entity/Q3619247,Antonio Berardi,1968,male
http://www.wikidata.org/entity/Q3757224,Gai Mattiolo,1968,male
http://www.wikidata.org/entity/Q6139729,Novala Takemoto,1968,male
http://www.wikidata.org/entity/Q6395755,Kevin Aviance,1968,male
http://www.wikidata.org/entity/Q2671798,Mart Visser,1968,male
http://www.wikidata.org/entity/Q114637212,Nick Blanchet,1968,male
http://www.wikidata.org/entity/Q7035510,Nikola Eftimov,1968,male
http://www.wikidata.org/entity/Q18921705,Julie Fagerholt,1968,female
http://www.wikidata.org/entity/Q4507313,Igor Vyacheslavovich Chapurin,1968,male
http://www.wikidata.org/entity/Q7809982,Titi Kwan,1968,male
http://www.wikidata.org/entity/Q107328964,Nathalie Vleeschouwer,1968,female
http://www.wikidata.org/entity/Q124705504,Jean-Paul Robert,1968,male
http://www.wikidata.org/entity/Q7356263,Rod Keenan,1968,male
http://www.wikidata.org/entity/Q20537842,Jean Philippe Piter,1968,male
http://www.wikidata.org/entity/Q11463439,Yuma Koshino,1968,female
http://www.wikidata.org/entity/Q11594173,Harumi Fukuda,1968,female
http://www.wikidata.org/entity/Q14313271,Saskia van Drimmelen,1968,female
http://www.wikidata.org/entity/Q119275914,Ricardo Seco,1968,male
http://www.wikidata.org/entity/Q73412789,Mia Andrésen,1968,female
http://www.wikidata.org/entity/Q95398935,Jolana Schofield Izbická,1968,female
http://www.wikidata.org/entity/Q96944531,Maurice Spapens,1968,male
http://www.wikidata.org/entity/Q124694930,Elisabetta Franchi,1968,female
http://www.wikidata.org/entity/Q51120182,Jelena Behrend,1968,female
http://www.wikidata.org/entity/Q53115453,An Vandevorst,1968,female
http://www.wikidata.org/entity/Q56826326,Pier Giorgio Silvestrin,1968,male
http://www.wikidata.org/entity/Q60330702,Liz Collins,1968,female
http://www.wikidata.org/entity/Q558,Hedi Slimane,1968,male
http://www.wikidata.org/entity/Q124705305,Marcel Verheijen,1968,male
http://www.wikidata.org/entity/Q124705380,Miriam Vliegenthart,1968,female
http://www.wikidata.org/entity/Q112515903,Susanne Bochem,1969,female
http://www.wikidata.org/entity/Q207939,Alexander McQueen,1969,male
http://www.wikidata.org/entity/Q7301953,Rebecca Taylor,1969,female
http://www.wikidata.org/entity/Q8112939,Luís Buchinho,1969,male
http://www.wikidata.org/entity/Q483379,Gwen Stefani,1969,female
http://www.wikidata.org/entity/Q324365,Daymond John,1969,male
http://www.wikidata.org/entity/Q334866,Ümit Ünal,1969,male
http://www.wikidata.org/entity/Q11629421,Tomoyo Nishiwaki,1969,female
http://www.wikidata.org/entity/Q11671463,Jun Takahashi,1969,male
http://www.wikidata.org/entity/Q15927192,Mari Otberg,1969,female
http://www.wikidata.org/entity/Q15972496,Lulu Kennedy,1969,female
http://www.wikidata.org/entity/Q16019259,Sven Westendorp,1969,male
http://www.wikidata.org/entity/Q16206479,Virgil Ortiz,1969,male
http://www.wikidata.org/entity/Q40715,Jennifer Lopez,1969,female
http://www.wikidata.org/entity/Q62766,Jay-Z,1969,male
http://www.wikidata.org/entity/Q4951015,Bowie Wong,1969,male
http://www.wikidata.org/entity/Q1164002,Márta Makány,1969,female
http://www.wikidata.org/entity/Q11897535,Tiia Vanhatapio,1969,female
http://www.wikidata.org/entity/Q12331592,Peter Jensen,1969,male
http://www.wikidata.org/entity/Q12365054,Jana Hallas,1969,female
http://www.wikidata.org/entity/Q5129189,Claudia Hill,1969,female
http://www.wikidata.org/entity/Q5134173,Clinton Kelly,1969,male
http://www.wikidata.org/entity/Q16266861,Jorge Ibáñez,1969,male
http://www.wikidata.org/entity/Q16514163,Aziz Bekkaoui,1969,male
http://www.wikidata.org/entity/Q16729758,Kimberly Hendrix,1969,female
http://www.wikidata.org/entity/Q2314760,Percy Irausquin,1969,male
http://www.wikidata.org/entity/Q2470009,Carson Kressley,1969,male
http://www.wikidata.org/entity/Q2602489,Yüksel D.,1969,male
http://www.wikidata.org/entity/Q5525151,Gary Graham,1969,male
http://www.wikidata.org/entity/Q5561635,Giles Deacon,1969,male
http://www.wikidata.org/entity/Q5621364,Gustavo Cadile,1969,male
http://www.wikidata.org/entity/Q5676948,Ani Álvarez Calderón,1969,female
http://www.wikidata.org/entity/Q23656625,Fəxriyə Xələfova,1969,female
http://www.wikidata.org/entity/Q25107362,Loai Naseem,1969,male
http://www.wikidata.org/entity/Q17403014,Julie Verhoeven,1969,female
http://www.wikidata.org/entity/Q18021860,Karolin Klimek,1969,female
http://www.wikidata.org/entity/Q6113823,Jack Mackenroth,1969,male
http://www.wikidata.org/entity/Q6370114,Karen Walker,1969,female
http://www.wikidata.org/entity/Q3038267,Dov Charney,1969,male
http://www.wikidata.org/entity/Q3099903,Gaëlle Voiry,1969,female
http://www.wikidata.org/entity/Q26944741,Rolf Snoeren,1969,male
http://www.wikidata.org/entity/Q26944755,Viktor Horsting,1969,male
http://www.wikidata.org/entity/Q27950844,Susan Cianciolo,1969,female
http://www.wikidata.org/entity/Q113043097,Peter Dundas,1969,male
http://www.wikidata.org/entity/Q113332054,Peter Dundas,1969,male
http://www.wikidata.org/entity/Q6761236,Maria Grachvogel,1969,female
http://www.wikidata.org/entity/Q6850349,Mila Hermanovski,1969,female
http://www.wikidata.org/entity/Q18619322,Jenna Lyons,1969,female
http://www.wikidata.org/entity/Q4151934,Igor Gulyaev,1969,male
http://www.wikidata.org/entity/Q4714439,Alejandra Dorado,1969,female
http://www.wikidata.org/entity/Q29378874,Elisa Palomino,1969,female
http://www.wikidata.org/entity/Q29560512,Pascale Gatzen,1969,female
http://www.wikidata.org/entity/Q7286079,Rajesh Pratap Singh,1969,male
http://www.wikidata.org/entity/Q9159676,Arkadius,1969,male
http://www.wikidata.org/entity/Q107482204,Paul Surridge,1969,male
http://www.wikidata.org/entity/Q109758911,Ester Barros,1969,female
http://www.wikidata.org/entity/Q7309778,Rehane Yavar Dhala,1969,female
http://www.wikidata.org/entity/Q10325869,Maria Gambina,1969,female
http://www.wikidata.org/entity/Q94438337,Diego Dolcini,1969,male
http://www.wikidata.org/entity/Q11312292,Stephan Schneider,1969,male
http://www.wikidata.org/entity/Q11500204,Jōtarō Saitō,1969,male
http://www.wikidata.org/entity/Q97958719,Ziya Ertekin,1969,male
http://www.wikidata.org/entity/Q99615223,Yemi Osunkoya,1969,male
http://www.wikidata.org/entity/Q13636099,Hilde Marstrander,1969,female
http://www.wikidata.org/entity/Q15873910,Christophe Coppens,1969,male
http://www.wikidata.org/entity/Q122935642,Maite Agerkop,1969,female
http://www.wikidata.org/entity/Q105152867,Antonio Grimaldi,1969,male
http://www.wikidata.org/entity/Q106151763,Tytti Thusberg,1969,female
http://www.wikidata.org/entity/Q106707456,Gary Aspden,1969,male
http://www.wikidata.org/entity/Q107176021,Cliff Fong,1969,male
http://www.wikidata.org/entity/Q57959366,Cornelia Kraske,1969,female
http://www.wikidata.org/entity/Q60830532,Vita Kin,1969,female
http://www.wikidata.org/entity/Q65548439,Christian Francis Roth,1969,male
http://www.wikidata.org/entity/Q7158123,Pearl Lowe,1970,female
http://www.wikidata.org/entity/Q448156,Amaya Arzuaga,1970,female
http://www.wikidata.org/entity/Q518508,Noah Wunsch,1970,male
http://www.wikidata.org/entity/Q729418,Hussein Chalayan,1970,male
http://www.wikidata.org/entity/Q238121,Sheri Moon Zombie,1970,female
http://www.wikidata.org/entity/Q201459,Igor Pablo Cavalera,1970,male
http://www.wikidata.org/entity/Q229048,Melissa McCarthy,1970,female
http://www.wikidata.org/entity/Q4750363,Ana Locking,1970,female
http://www.wikidata.org/entity/Q4890110,Benoit Pierre Emery,1970,male
http://www.wikidata.org/entity/Q4975164,Carin Rodebjer,1970,female
http://www.wikidata.org/entity/Q967645,Nigo,1970,male
http://www.wikidata.org/entity/Q1355658,Karl Kani,1970,male
http://www.wikidata.org/entity/Q11702133,Randy Fenoli,1970,male
http://www.wikidata.org/entity/Q12035372,Marie Copps,1970,female
http://www.wikidata.org/entity/Q5239117,David Roberts,1970,male
http://www.wikidata.org/entity/Q5361381,Elisa Randazzo,1970,female
http://www.wikidata.org/entity/Q16734008,Pascaline Edwards,1970,female
http://www.wikidata.org/entity/Q5528255,Gavin Rajah,1970,male
http://www.wikidata.org/entity/Q5559363,David Delfín,1970,male
http://www.wikidata.org/entity/Q6015457,Miguel de la Torre,1970,male
http://www.wikidata.org/entity/Q22007015,Lucky Morani,1970,female
http://www.wikidata.org/entity/Q17993215,Atoosa Ghalamfarsaei,1970,female
http://www.wikidata.org/entity/Q18217328,Rachel Trevor-Morgan,1970,female
http://www.wikidata.org/entity/Q3731468,Eric Daman,1970,male
http://www.wikidata.org/entity/Q6167907,Jayne Pierson,1970,female
http://www.wikidata.org/entity/Q2839964,Lee Starkey,1970,female
http://www.wikidata.org/entity/Q27733998,Andre Soriano,1970,male
http://www.wikidata.org/entity/Q28068931,Tetsuya Mizutani,1970,male
http://www.wikidata.org/entity/Q28414313,Q28414313,1970,female
http://www.wikidata.org/entity/Q18353292,Tony Ward,1970,male
http://www.wikidata.org/entity/Q19717641,Marga Weimans,1970,female
http://www.wikidata.org/entity/Q19974570,Mette Møller,1970,female
http://www.wikidata.org/entity/Q4096673,Olga Brovkina,1970,female
http://www.wikidata.org/entity/Q4411844,Jeffrey Sebelia,1970,male
http://www.wikidata.org/entity/Q7177027,Peter Som,1970,male
http://www.wikidata.org/entity/Q10303838,Isabela Capeto,1970,female
http://www.wikidata.org/entity/Q107327197,Sarah Corynen,1970,female
http://www.wikidata.org/entity/Q108143206,Nigel Austin,1970,male
http://www.wikidata.org/entity/Q7312344,Rena Koh,1970,female
http://www.wikidata.org/entity/Q7330568,Richie Rich,1970,male
http://www.wikidata.org/entity/Q7405274,Sally Ridge,1970,female
http://www.wikidata.org/entity/Q7608509,"Stephen ""Suede"" Baum",1970,male
http://www.wikidata.org/entity/Q7650902,Suzanne Lee,1970,female
http://www.wikidata.org/entity/Q20278474,Irna Mutiara,1970,female
http://www.wikidata.org/entity/Q20409160,Q20409160,1970,female
http://www.wikidata.org/entity/Q95168997,Alexandra Hejlová,1970,female
http://www.wikidata.org/entity/Q10393140,Walério Araújo,1970,male
http://www.wikidata.org/entity/Q11386015,Taishi Nobukuni,1970,male
http://www.wikidata.org/entity/Q98115335,Eddy Betty,1970,male
http://www.wikidata.org/entity/Q99478791,Iveta Karklina-Viksne,1970,female
http://www.wikidata.org/entity/Q12751119,Q12751119,1970,female
http://www.wikidata.org/entity/Q110551572,Owen Gaster,1970,male
http://www.wikidata.org/entity/Q123462622,Juan Duyos,1970,male
http://www.wikidata.org/entity/Q124315847,Ines Kaag,1970,female
http://www.wikidata.org/entity/Q48699930,Clare Waight Keller,1970,female
http://www.wikidata.org/entity/Q54562965,Truus Spijkers,1970,female
http://www.wikidata.org/entity/Q54562971,Riet Spijkers,1970,female
http://www.wikidata.org/entity/Q61914276,Johnson Hartig,1970,male
http://www.wikidata.org/entity/Q124705411,Astrid van Engelen,1970,female
http://www.wikidata.org/entity/Q911984,Nicolas Ghesquière,1971,male
http://www.wikidata.org/entity/Q3088769,Zuhair Murad,1971,male
http://www.wikidata.org/entity/Q3350836,Olivier Boiscommun,1971,male
http://www.wikidata.org/entity/Q12404959,Galit Levi,1971,female
http://www.wikidata.org/entity/Q261862,Matthew Williamson,1971,male
http://www.wikidata.org/entity/Q289089,Rachel Zoe,1971,female
http://www.wikidata.org/entity/Q16149116,Spencer Antle,1971,male
http://www.wikidata.org/entity/Q16213772,Satish Sikha,1971,male
http://www.wikidata.org/entity/Q23543,Selena,1971,female
http://www.wikidata.org/entity/Q76896,Torsten Amft,1971,male
http://www.wikidata.org/entity/Q88740,Uli Herzner,1971,female
http://www.wikidata.org/entity/Q188461,Dannii Minogue,1971,female
http://www.wikidata.org/entity/Q4937162,Ann-Sofie Back,1971,female
http://www.wikidata.org/entity/Q966153,Haider Ackermann,1971,male
http://www.wikidata.org/entity/Q1017066,Chiaki,1971,female
http://www.wikidata.org/entity/Q1086512,Christopher Bailey,1971,male
http://www.wikidata.org/entity/Q1379193,Eva Gronbach,1971,female
http://www.wikidata.org/entity/Q5119153,Ciaran Sweeney,1971,male
http://www.wikidata.org/entity/Q5217190,Daniel Franco,1971,male
http://www.wikidata.org/entity/Q111192903,Lonneke Nooteboom,1971,female
http://www.wikidata.org/entity/Q1787860,Alexandre Herchcovitch,1971,male
http://www.wikidata.org/entity/Q1855386,Alain Berteau,1971,male
http://www.wikidata.org/entity/Q2181383,Ma Ke,1971,female
http://www.wikidata.org/entity/Q24716419,Veronika Repinc Bajrič,1971,female
http://www.wikidata.org/entity/Q17385968,Massimiliano Giornetti,1971,male
http://www.wikidata.org/entity/Q3281507,Malamine Koné,1971,male
http://www.wikidata.org/entity/Q3404358,Julien Macdonald,1971,male
http://www.wikidata.org/entity/Q6543702,Masha Ma,1971,female
http://www.wikidata.org/entity/Q2612164,Enzo Miccio,1971,male
http://www.wikidata.org/entity/Q2887120,Juanjo Oliva,1971,male
http://www.wikidata.org/entity/Q3032186,José Castro,1971,male
http://www.wikidata.org/entity/Q28131523,Anne Fontaine,1971,female
http://www.wikidata.org/entity/Q115788703,Anu Lensment,1971,female
http://www.wikidata.org/entity/Q6763364,Marijana Matthäus,1971,female
http://www.wikidata.org/entity/Q6829271,Michael Cinco,1971,male
http://www.wikidata.org/entity/Q6900365,Monique Lhuillier,1971,female
http://www.wikidata.org/entity/Q18390676,Robert Godley,1971,male
http://www.wikidata.org/entity/Q18479670,Ana Paula Pereira,1971,female
http://www.wikidata.org/entity/Q29930939,Adriana Degreas,1971,female
http://www.wikidata.org/entity/Q7803590,Tim Hamilton,1971,male
http://www.wikidata.org/entity/Q7914578,Vaneeza Ahmad,1971,female
http://www.wikidata.org/entity/Q108800285,Nina Hollein,1971,female
http://www.wikidata.org/entity/Q7456420,Seth Aaron Henderson,1971,male
http://www.wikidata.org/entity/Q20528906,Jaana Varkki,1971,female
http://www.wikidata.org/entity/Q47008175,Jonas Hallberg,1971,male
http://www.wikidata.org/entity/Q13418839,James Ferragamo,1971,male
http://www.wikidata.org/entity/Q13635195,Gints Bude,1971,male
http://www.wikidata.org/entity/Q110208386,June Ambrose,1971,female
http://www.wikidata.org/entity/Q110267585,Rahvaunia,1971,female
http://www.wikidata.org/entity/Q73482980,Mindy Scheier,1971,female
http://www.wikidata.org/entity/Q97694904,Simon Holloway,1971,male
http://www.wikidata.org/entity/Q122936322,Rafael Thomas Moratschke,1971,male
http://www.wikidata.org/entity/Q124315845,Désirée Heiss,1971,female
http://www.wikidata.org/entity/Q124705276,Gerrit Uittenbogaard,1971,male
http://www.wikidata.org/entity/Q20965701,Sascha Warmenhoven,1971,male
http://www.wikidata.org/entity/Q21055262,Marco Zanini,1971,male
http://www.wikidata.org/entity/Q21055336,Roberto Faraone Mennella,1971,male
http://www.wikidata.org/entity/Q58885482,Johannes Pietsch,1971,male
http://www.wikidata.org/entity/Q61775357,James Holder,1971,male
http://www.wikidata.org/entity/Q62093402,Aparna Chandra,1971,female
http://www.wikidata.org/entity/Q21544769,Filip Arickx,1971,male
http://www.wikidata.org/entity/Q21702222,Mariko Mikuni,1971,female
http://www.wikidata.org/entity/Q4939091,Malene Birger,1972,female
http://www.wikidata.org/entity/Q446468,Alison Eastwood,1972,female
http://www.wikidata.org/entity/Q275343,Tara Subkoff,1972,female
http://www.wikidata.org/entity/Q392230,Éric Tibusch,1972,male
http://www.wikidata.org/entity/Q11659266,Masaki,1972,female
http://www.wikidata.org/entity/Q16214181,Bruno Schiavi,1972,male
http://www.wikidata.org/entity/Q16214208,Luke Song,1972,male
http://www.wikidata.org/entity/Q60970,Sakis Rouvas,1972,male
http://www.wikidata.org/entity/Q189067,Alyssa Milano,1972,female
http://www.wikidata.org/entity/Q4903008,Bibhu Mohapatra,1972,male
http://www.wikidata.org/entity/Q4919908,Chloe Dao,1972,female
http://www.wikidata.org/entity/Q4981706,Bea Szenfeld,1972,female
http://www.wikidata.org/entity/Q936206,Bernhard Willhelm,1972,male
http://www.wikidata.org/entity/Q1456127,Frida Giannini,1972,female
http://www.wikidata.org/entity/Q5181383,Craig Robinson,1972,male
http://www.wikidata.org/entity/Q112396821,Josef Klír,1972,male
http://www.wikidata.org/entity/Q17154369,Julie de Libran,1972,female
http://www.wikidata.org/entity/Q1803694,Henrik Vibskov,1972,male
http://www.wikidata.org/entity/Q1868646,Lola Paltinger,1972,female
http://www.wikidata.org/entity/Q5605696,Greg Herman,1972,male
http://www.wikidata.org/entity/Q17612561,Dan Liu,1972,male
http://www.wikidata.org/entity/Q3564574,Sophia Kokosalaki,1972,female
http://www.wikidata.org/entity/Q3609691,Alessandra Facchinetti,1972,female
http://www.wikidata.org/entity/Q6159971,Jared Gold,1972,male
http://www.wikidata.org/entity/Q6185583,Zoltán Herczeg,1972,male
http://www.wikidata.org/entity/Q6207833,Jodhi Meares,1972,female
http://www.wikidata.org/entity/Q6384758,Keith Michael,1972,male
http://www.wikidata.org/entity/Q6463008,Lorenzo Merlino,1972,male
http://www.wikidata.org/entity/Q3023328,Marc Ecko,1972,male
http://www.wikidata.org/entity/Q3098804,Gaspard Yurkievich,1972,male
http://www.wikidata.org/entity/Q27988147,Christopher Bevans,1972,male
http://www.wikidata.org/entity/Q113515036,Terry Castro,1972,male
http://www.wikidata.org/entity/Q7146595,Patrick Grant,1972,male
http://www.wikidata.org/entity/Q18390982,Monique van Heist,1972,female
http://www.wikidata.org/entity/Q19716309,Francisco van Benthum,1972,male
http://www.wikidata.org/entity/Q4679411,Adam Lippes,1972,male
http://www.wikidata.org/entity/Q4696889,Aijaz Aslam,1972,male
http://www.wikidata.org/entity/Q29574791,Mascha de Vries,1972,female
http://www.wikidata.org/entity/Q31271842,Marju Tammik,1972,female
http://www.wikidata.org/entity/Q9184621,Carlo Renzo,1972,male
http://www.wikidata.org/entity/Q124986609,Aleksander Fenos,1972,male
http://www.wikidata.org/entity/Q7336833,Ritu Beri,1972,female
http://www.wikidata.org/entity/Q7462478,Shaina NC,1972,female
http://www.wikidata.org/entity/Q7647971,Susan Holmes,1972,female
http://www.wikidata.org/entity/Q11154894,Leo Rocco,1972,male
http://www.wikidata.org/entity/Q11529968,Shunsuke Matsuoka,1972,male
http://www.wikidata.org/entity/Q11552405,Q11552405,1972,male
http://www.wikidata.org/entity/Q99753199,Gregory Herman,1972,male
http://www.wikidata.org/entity/Q12839947,Q12839947,1972,female
http://www.wikidata.org/entity/Q15450436,Katell Gélébart,1972,female
http://www.wikidata.org/entity/Q110795365,Hushidar Mortezaie,1972,male
http://www.wikidata.org/entity/Q120878599,Stella Dreis,1972,female
http://www.wikidata.org/entity/Q95207944,Joan Billing,1972,female
http://www.wikidata.org/entity/Q21066531,Archana Kochhar,1972,female
http://www.wikidata.org/entity/Q50413929,Nejoud Boodai,1972,female
http://www.wikidata.org/entity/Q50825709,Nandita Mahtani,1972,female
http://www.wikidata.org/entity/Q56754078,Rogan Gregory,1972,male
http://www.wikidata.org/entity/Q124705443,Geert-Jan Renzen,1972,male
http://www.wikidata.org/entity/Q124705469,Barbara Fabrée,1972,female
http://www.wikidata.org/entity/Q112382539,Adriana Rohde Kabele,1973,female
http://www.wikidata.org/entity/Q112538193,Renata Glosová,1973,female
http://www.wikidata.org/entity/Q466158,Róisín Murphy,1973,female
http://www.wikidata.org/entity/Q529555,Krayzie Bone,1973,male
http://www.wikidata.org/entity/Q16150361,Aslan Ahmadov,1973,male
http://www.wikidata.org/entity/Q16214418,Bay Garnett,1973,female
http://www.wikidata.org/entity/Q14313,Pharrell Williams,1973,male
http://www.wikidata.org/entity/Q60036,Heidi Klum,1973,female
http://www.wikidata.org/entity/Q212659,Monica Lewinsky,1973,female
http://www.wikidata.org/entity/Q4954340,Johanna Hofring,1973,female
http://www.wikidata.org/entity/Q11873077,Kristine Vikse,1973,female
http://www.wikidata.org/entity/Q12216572,Salma Salem,1973,female
http://www.wikidata.org/entity/Q5109791,Christian Joy,1973,female
http://www.wikidata.org/entity/Q5250525,Deepak Perwani,1973,male
http://www.wikidata.org/entity/Q5296950,Doo-Ri Chung,1973,female
http://www.wikidata.org/entity/Q112399409,Denisa Nová,1973,female
http://www.wikidata.org/entity/Q112512125,Q112512125,1973,male
http://www.wikidata.org/entity/Q16406036,Tiina Talumees,1973,female
http://www.wikidata.org/entity/Q16406741,Ruta Tepp-Soonsein,1973,female
http://www.wikidata.org/entity/Q2206285,Stijn Helsen,1973,male
http://www.wikidata.org/entity/Q2553414,Veronique Branquinho,1973,female
http://www.wikidata.org/entity/Q5506706,Frédéric Luca Landi,1973,male
http://www.wikidata.org/entity/Q5724699,Henry Lau,1973,male
http://www.wikidata.org/entity/Q5928460,Jazmín Chebar,1973,female
http://www.wikidata.org/entity/Q23415450,Oscar G. Lopez,1973,male
http://www.wikidata.org/entity/Q24034674,Vicky Martín Berrocal,1973,female
http://www.wikidata.org/entity/Q24287050,Dario Arbina,1973,male
http://www.wikidata.org/entity/Q24867107,Jo Sang-gyeong,1973,female
http://www.wikidata.org/entity/Q18201825,Carla Fernández,1973,female
