item,itemLabel,year,genreLabel
http://www.wikidata.org/entity/Q20989009,Ugo Correani,1935,male
http://www.wikidata.org/entity/Q52083693,Coqueline Courrèges,1935,female
http://www.wikidata.org/entity/Q56254538,Victor Costa,1935,male
http://www.wikidata.org/entity/Q124705466,Marianne David,1935,female
http://www.wikidata.org/entity/Q33215154,Rose Torrente-Mett,1936,female
http://www.wikidata.org/entity/Q62007929,Evelyn Roth,1936,female
http://www.wikidata.org/entity/Q171556,Yves Saint Laurent,1936,male
http://www.wikidata.org/entity/Q1823236,Barbara Hulanicki,1936,female
http://www.wikidata.org/entity/Q1706947,Joseph Ettedgui,1936,male
http://www.wikidata.org/entity/Q17381584,Ritva Kellokumpu,1936,female
http://www.wikidata.org/entity/Q28703278,Mirra Kostyshyn,1936,female
http://www.wikidata.org/entity/Q113677204,Q113677204,1936,female
http://www.wikidata.org/entity/Q116449066,Masaru Tani,1936,male
http://www.wikidata.org/entity/Q4242398,Irina Krutikova,1936,female
http://www.wikidata.org/entity/Q4721472,Alexis Kirk,1936,male
http://www.wikidata.org/entity/Q7931456,Vince Camuto,1936,male
http://www.wikidata.org/entity/Q124705503,Eduard van Rijn,1936,male
http://www.wikidata.org/entity/Q10577186,Maria Knutsson,1936,female
http://www.wikidata.org/entity/Q11266355,Lee Young-hee,1936,female
http://www.wikidata.org/entity/Q12744036,Zina Dumitrescu,1936,female
http://www.wikidata.org/entity/Q110147976,Ricky Ben Ari,1936,female
http://www.wikidata.org/entity/Q61585953,Josephine Janežič,1936,female
http://www.wikidata.org/entity/Q519993,Kaffe Fassett,1937,male
http://www.wikidata.org/entity/Q5297781,Dorian Corey,1937,trans woman
http://www.wikidata.org/entity/Q17150733,Kiki Byrne,1937,female
http://www.wikidata.org/entity/Q1868725,Theo Sijthoff,1937,male
http://www.wikidata.org/entity/Q2595516,Fong Leng,1937,female
http://www.wikidata.org/entity/Q23040175,Kirsti Kasnio,1937,female
http://www.wikidata.org/entity/Q3617928,Anne-Marie Beretta,1937,female
http://www.wikidata.org/entity/Q2861640,Arlette Nastat,1937,female
http://www.wikidata.org/entity/Q3052959,Emmanuelle Khanh,1937,female
http://www.wikidata.org/entity/Q113785555,Vroni Hegi,1937,female
http://www.wikidata.org/entity/Q30502147,Carla Fendi,1937,female
http://www.wikidata.org/entity/Q10265069,Dener Pamplona de Abreu,1937,male
http://www.wikidata.org/entity/Q108091657,Frances Stein,1937,female
http://www.wikidata.org/entity/Q11302044,Hiroko Koshino,1937,female
http://www.wikidata.org/entity/Q11365297,Toshiko Nakamura,1937,female
http://www.wikidata.org/entity/Q11615116,Yukiko Hanai,1937,female
http://www.wikidata.org/entity/Q43426805,Gun'yuki Torimaru,1937,male
http://www.wikidata.org/entity/Q12875261,Yannis Tseklenis,1937,male
http://www.wikidata.org/entity/Q67702667,John Kloss,1937,male
http://www.wikidata.org/entity/Q75519590,Wolfgang Ley,1937,male
http://www.wikidata.org/entity/Q61111741,Mari Kanasaar,1937,female
http://www.wikidata.org/entity/Q469027,Issey Miyake,1938,male
http://www.wikidata.org/entity/Q711826,Daniel Hechter,1938,male
http://www.wikidata.org/entity/Q326073,Slava Zaitsev,1938,male
http://www.wikidata.org/entity/Q1282473,Sergio Tacchini,1938,male
http://www.wikidata.org/entity/Q12320717,Jørgen Bender,1938,male
http://www.wikidata.org/entity/Q111588744,Lyubov Panchenko,1938,female
http://www.wikidata.org/entity/Q17097586,Rupert Lycett Green,1938,male
http://www.wikidata.org/entity/Q5593251,Graham Smith,1938,male
http://www.wikidata.org/entity/Q6084236,Hanife Çetiner,1938,female
http://www.wikidata.org/entity/Q25468756,Mirjana Marić,1938,female
http://www.wikidata.org/entity/Q17402539,Sally Tuffin,1938,female
http://www.wikidata.org/entity/Q3762870,Giancarlo Giammetti,1938,male
http://www.wikidata.org/entity/Q3837062,Lorenzo Riva,1938,male
http://www.wikidata.org/entity/Q6221077,John Bates,1938,male
http://www.wikidata.org/entity/Q2837300,Manuel Cuevas,1938,male
http://www.wikidata.org/entity/Q115607217,Ingrid Reder,1938,female
http://www.wikidata.org/entity/Q6751021,Manny Mashouf,1938,male
http://www.wikidata.org/entity/Q6780311,Mary McFadden,1938,female
http://www.wikidata.org/entity/Q19665843,Keyvan Khosrovani,1938,male
http://www.wikidata.org/entity/Q4125500,Mikhail Voronin,1938,male
http://www.wikidata.org/entity/Q124813673,Daniel Cremieux,1938,male
http://www.wikidata.org/entity/Q7312880,Rene Caovilla,1938,male
http://www.wikidata.org/entity/Q20535279,Florentino Cacheda,1938,male
http://www.wikidata.org/entity/Q11345773,Yumi Charraut,1938,female
http://www.wikidata.org/entity/Q98398253,Betty David,1938,female
http://www.wikidata.org/entity/Q110373654,Roland Klein,1938,male
http://www.wikidata.org/entity/Q67608305,Gabriele Knecht,1938,female
http://www.wikidata.org/entity/Q121770244,John Anthony,1938,male
http://www.wikidata.org/entity/Q124335544,Jaroslava Petrušková,1938,female
http://www.wikidata.org/entity/Q106318405,Jadwiga Szmidt,1938,female
http://www.wikidata.org/entity/Q264589,Carolina Herrera,1939,female
http://www.wikidata.org/entity/Q454927,Kenzō Takada,1939,male
http://www.wikidata.org/entity/Q296647,Ralph Lauren,1939,male
http://www.wikidata.org/entity/Q16200776,Salvatore J. Cesarani,1939,male
http://www.wikidata.org/entity/Q1780721,Per Spook,1939,male
http://www.wikidata.org/entity/Q24718593,Ell-Maaja Randküla,1939,female
http://www.wikidata.org/entity/Q25459906,Tünde Rózsa,1939,female
http://www.wikidata.org/entity/Q17299973,Joan Calabrese,1939,female
http://www.wikidata.org/entity/Q17382213,Irja Leimu,1939,female
http://www.wikidata.org/entity/Q17402536,Tom Gilbey,1939,male
http://www.wikidata.org/entity/Q17402553,James Wedge,1939,male
http://www.wikidata.org/entity/Q3310724,Michel Robichaud,1939,male
http://www.wikidata.org/entity/Q6172027,Jeanne Bice,1939,female
http://www.wikidata.org/entity/Q6430784,Koos Van Den Akker,1939,male
http://www.wikidata.org/entity/Q115198805,Irene Wedell,1939,female
http://www.wikidata.org/entity/Q37627743,Rosemary Reed Miller,1939,female
http://www.wikidata.org/entity/Q7364084,Ron LoVece,1939,male
http://www.wikidata.org/entity/Q7678048,Takeo Kikuchi,1939,male
http://www.wikidata.org/entity/Q11302043,Junko Koshino,1939,female
http://www.wikidata.org/entity/Q15461487,Marion Foale,1939,female
http://www.wikidata.org/entity/Q50321349,Grazyna Hase,1939,female
http://www.wikidata.org/entity/Q61102854,Marja Kurki,1939,female
http://www.wikidata.org/entity/Q1995217,Zandra Rhodes,1940,female
http://www.wikidata.org/entity/Q3435802,Bob Mackie,1940,male
http://www.wikidata.org/entity/Q352539,Roberto Cavalli,1940,male
http://www.wikidata.org/entity/Q45415,Rudolph Moshammer,1940,male
http://www.wikidata.org/entity/Q4907160,Bijan,1940,male
http://www.wikidata.org/entity/Q4953656,Helena Henschen,1940,female
http://www.wikidata.org/entity/Q4983197,Kristina Torsson,1940,female
http://www.wikidata.org/entity/Q952764,Perry Ellis,1940,male
http://www.wikidata.org/entity/Q12319159,Jean Voigt,1940,male
http://www.wikidata.org/entity/Q12369734,Mari Aakre,1940,female
http://www.wikidata.org/entity/Q17034549,Margarita Nuez Farnos,1940,female
http://www.wikidata.org/entity/Q2329607,Frans Molenaar,1940,male
http://www.wikidata.org/entity/Q17430856,Josip Gumzej,1940,male
http://www.wikidata.org/entity/Q3566375,Milan Knížák,1940,male
http://www.wikidata.org/entity/Q6212145,Joe Saba,1940,male
http://www.wikidata.org/entity/Q28867958,Delia Cancela,1940,female
http://www.wikidata.org/entity/Q116734938,Piippa Lappalainen,1940,female
http://www.wikidata.org/entity/Q6830312,Michael Fish,1940,male
http://www.wikidata.org/entity/Q4003399,Umberto Ginocchietti,1940,male
http://www.wikidata.org/entity/Q30595527,Annie Bonza,1940,female
http://www.wikidata.org/entity/Q9614430,André Luiz Chapéu,1940,male
http://www.wikidata.org/entity/Q7416750,Sandra Sakata,1940,female
http://www.wikidata.org/entity/Q20477018,Yildirim Mayruk,1940,male
http://www.wikidata.org/entity/Q20630607,Moya Bowler,1940,female
http://www.wikidata.org/entity/Q41256360,Christine Kitzwegerer,1940,female
http://www.wikidata.org/entity/Q14943175,Ann Salens,1940,female
http://www.wikidata.org/entity/Q15081788,Tamara Sánchez,1940,female
http://www.wikidata.org/entity/Q15878892,Lucy Zom,1940,female
http://www.wikidata.org/entity/Q110486400,Janice Wainwright,1940,female
http://www.wikidata.org/entity/Q67892465,Ronald Kolodzie,1940,male
http://www.wikidata.org/entity/Q95202550,Karin Simon,1940,female
http://www.wikidata.org/entity/Q122936186,Hans Zuyderland,1940,male
http://www.wikidata.org/entity/Q56192494,Pixie Hopkin,1940,female
http://www.wikidata.org/entity/Q57770404,Sophie van Kleef,1940,female
http://www.wikidata.org/entity/Q62089224,Musukebba Drammeh,1940,female
http://www.wikidata.org/entity/Q66142219,Jimmie Carole Fife Stewart,1940,female
http://www.wikidata.org/entity/Q28935825,Maggie Keswick Jencks,1941,female
http://www.wikidata.org/entity/Q63565144,Ayala Raz,1941,female
http://www.wikidata.org/entity/Q158067,Vivienne Westwood,1941,female
http://www.wikidata.org/entity/Q443470,Patricia Field,1941,female
http://www.wikidata.org/entity/Q483077,Ana Salazar,1941,female
http://www.wikidata.org/entity/Q4978907,Gudrun Sjödén,1941,female
http://www.wikidata.org/entity/Q5057976,Celia Birtwell,1941,female
http://www.wikidata.org/entity/Q2520929,Jan Jansen,1941,male
http://www.wikidata.org/entity/Q5538419,George Davies,1941,male
http://www.wikidata.org/entity/Q17210498,Hiromi Yoshida,1941,female
http://www.wikidata.org/entity/Q18062444,Michael Rainey,1941,male
http://www.wikidata.org/entity/Q3848075,Marina Ripa di Meana,1941,female
http://www.wikidata.org/entity/Q2827013,Agnès Troublé,1941,female
http://www.wikidata.org/entity/Q18808324,Malcolm Harrison,1941,male
http://www.wikidata.org/entity/Q4017870,Walter Albini,1941,male
http://www.wikidata.org/entity/Q39070103,Susan Holmes,1941,female
http://www.wikidata.org/entity/Q7937899,Vivienne Poy,1941,female
http://www.wikidata.org/entity/Q108583429,Eva Fuchs,1941,female
http://www.wikidata.org/entity/Q109346702,Badi Batchelor,1941,female
http://www.wikidata.org/entity/Q124811561,Puck Kroon,1941,female
http://www.wikidata.org/entity/Q93267024,Jay Jason Jaxon,1941,male
http://www.wikidata.org/entity/Q94370396,Michel Gran,1941,male
http://www.wikidata.org/entity/Q11379801,Yumi Itō,1941,female
http://www.wikidata.org/entity/Q99578171,Gerhard Weber,1941,male
http://www.wikidata.org/entity/Q104414820,Mia Fonssagrives-Solow,1941,female
http://www.wikidata.org/entity/Q97399505,Marianne Grootenboer,1941,female
http://www.wikidata.org/entity/Q60613818,Junko Shimada,1941,female
http://www.wikidata.org/entity/Q433537,Marit Allen,1941,female
http://www.wikidata.org/entity/Q214800,Calvin Klein,1942,male
http://www.wikidata.org/entity/Q467665,Betsey Johnson,1942,female
http://www.wikidata.org/entity/Q16105948,Terry de Havilland,1942,male
http://www.wikidata.org/entity/Q43754,Willy Bogner,1942,male
http://www.wikidata.org/entity/Q60306,Anita Pallenberg,1942,female
http://www.wikidata.org/entity/Q4909656,Bill Kaiserman,1942,male
http://www.wikidata.org/entity/Q4940197,Margareta van den Bosch,1942,female
http://www.wikidata.org/entity/Q1610726,Serge Lutens,1942,male
http://www.wikidata.org/entity/Q5345282,Edward Sexton,1942,male
http://www.wikidata.org/entity/Q110917212,Beatrice Hympendahl,1942,female
http://www.wikidata.org/entity/Q112419102,Aleksandr Danilovič Igmand,1942,male
http://www.wikidata.org/entity/Q1942435,Marielle Bolier,1942,female
http://www.wikidata.org/entity/Q17381880,Kristina Jakobsson-Kärki,1942,female
http://www.wikidata.org/entity/Q17418399,Caroline Charles,1942,female
http://www.wikidata.org/entity/Q17484245,Alice Pollock,1942,female
http://www.wikidata.org/entity/Q2750160,Nicola Trussardi,1942,male
http://www.wikidata.org/entity/Q115771901,Gino Bogani,1942,male
http://www.wikidata.org/entity/Q7107475,Ossie Clark,1942,male
http://www.wikidata.org/entity/Q33178290,Marithé Bachellerie,1942,female
http://www.wikidata.org/entity/Q7819809,Tommy Roberts,1942,male
http://www.wikidata.org/entity/Q124987816,Marija Smolej,1942,female
http://www.wikidata.org/entity/Q106357101,Jane Wikström,1942,female
http://www.wikidata.org/entity/Q61758224,Valery M. Garrett,1942,female
http://www.wikidata.org/entity/Q5041122,Carla Zampatti,1942,female
http://www.wikidata.org/entity/Q113891731,Pierre Ira,1943,male
http://www.wikidata.org/entity/Q707890,Yohji Yamamoto,1943,male
http://www.wikidata.org/entity/Q6603697,Gideon Oberson,1943,male
http://www.wikidata.org/entity/Q466195,Laura Biagiotti,1943,female
http://www.wikidata.org/entity/Q11674875,Yuki Torii,1943,female
http://www.wikidata.org/entity/Q69066,Jil Sander,1943,female
http://www.wikidata.org/entity/Q4909132,Bill Gibb,1943,male
http://www.wikidata.org/entity/Q1284684,Edina Ronay,1943,female
http://www.wikidata.org/entity/Q1337312,Emilie Bouwman,1943,female
http://www.wikidata.org/entity/Q5141779,Col. Littleton,1943,male
http://www.wikidata.org/entity/Q5388808,Erik Rud Brandt,1943,male
http://www.wikidata.org/entity/Q111354080,Theo Botschuijver,1943,male
http://www.wikidata.org/entity/Q112430672,John Peacock,1943,male
http://www.wikidata.org/entity/Q5797644,Dalila Puzzovio,1943,female
http://www.wikidata.org/entity/Q5798101,Rohdi Heintz,1943,male
http://www.wikidata.org/entity/Q5803130,Sighsten Herrgård,1943,male
http://www.wikidata.org/entity/Q17402698,John Crittle,1943,male
http://www.wikidata.org/entity/Q18347533,Christopher McDonnell,1943,male
http://www.wikidata.org/entity/Q6173293,Jeff Banks,1943,male
http://www.wikidata.org/entity/Q6837887,Michiko Koshino,1943,female
http://www.wikidata.org/entity/Q3929212,Raffaella Curiel,1943,female
http://www.wikidata.org/entity/Q4709883,Albert Capraro,1943,male
http://www.wikidata.org/entity/Q7253005,Prue Acton,1943,female
http://www.wikidata.org/entity/Q107328394,Jenny Meirens,1943,female
http://www.wikidata.org/entity/Q109287419,Annika Warberg,1943,female
http://www.wikidata.org/entity/Q7368993,"Rosita Spencer-Churchill, Duchess of Marlborough",1943,female
http://www.wikidata.org/entity/Q7608814,Stephen Burrows,1943,male
http://www.wikidata.org/entity/Q97482548,Claudia Skoda,1943,female
http://www.wikidata.org/entity/Q106644389,Marijke de Ley,1943,female
http://www.wikidata.org/entity/Q20649301,P. Krishnamoorthy,1943,male
http://www.wikidata.org/entity/Q61746954,Diana Dew,1943,female
http://www.wikidata.org/entity/Q124705337,Lily Henket-Conemans,1943,female
http://www.wikidata.org/entity/Q124705369,Frans Hoogendoorn,1943,male
http://www.wikidata.org/entity/Q21480753,Juanjo Rocafort,1943,male
http://www.wikidata.org/entity/Q470436,Gianfranco Ferré,1944,male
http://www.wikidata.org/entity/Q91557,Wolfgang Joop,1944,male
http://www.wikidata.org/entity/Q1662036,Muzaffar Ali,1944,male
http://www.wikidata.org/entity/Q5131732,Cleopatra Broumand,1944,female
http://www.wikidata.org/entity/Q6093343,Owe Sandström,1944,male
http://www.wikidata.org/entity/Q17383850,Matti Seppänen,1944,male
http://www.wikidata.org/entity/Q3311289,Michèle Lamy,1944,female
http://www.wikidata.org/entity/Q3608123,Alberto Aspesi,1944,male
http://www.wikidata.org/entity/Q3659726,Carlo Pignatelli,1944,male
http://www.wikidata.org/entity/Q3851387,Massimo Osti,1944,male
http://www.wikidata.org/entity/Q6364496,Kansai Yamamoto,1944,male
http://www.wikidata.org/entity/Q3165030,Jean-Claude Jitrois,1944,male
http://www.wikidata.org/entity/Q114323253,Vesna Gaberščik-Ilgo,1944,female
http://www.wikidata.org/entity/Q19802431,Aniko Gaal,1944,female
http://www.wikidata.org/entity/Q8201600,Antonio Pernas,1944,male
http://www.wikidata.org/entity/Q9028049,Manuel Piña,1944,male
http://www.wikidata.org/entity/Q7336835,Ritu Kumar,1944,female
http://www.wikidata.org/entity/Q10364387,Ronaldo Ésper,1944,male
http://www.wikidata.org/entity/Q11346194,Jurgen Lehl,1944,male
http://www.wikidata.org/entity/Q47546485,Bill Frank Whitten,1944,male
http://www.wikidata.org/entity/Q20910124,Annette Worsley-Taylor,1944,female
http://www.wikidata.org/entity/Q20915377,Tua Rahikainen,1944,female
http://www.wikidata.org/entity/Q78332517,Jos Leeger,1944,female
http://www.wikidata.org/entity/Q56841635,Dapper Dan,1944,male
http://www.wikidata.org/entity/Q59192147,Josefine von Krepl,1944,female
http://www.wikidata.org/entity/Q862473,Thierry Mugler,1945,male
http://www.wikidata.org/entity/Q118614,Iris von Arnim,1945,female
http://www.wikidata.org/entity/Q4777245,Antony Price,1945,male
http://www.wikidata.org/entity/Q1315078,Katalin Sárváry,1945,female
http://www.wikidata.org/entity/Q5052966,Catherine Walker,1945,female
http://www.wikidata.org/entity/Q5112286,Christopher Essex,1945,male
http://www.wikidata.org/entity/Q16935052,José Eisenberg,1945,male
http://www.wikidata.org/entity/Q23023016,Johnny Moke,1945,male
http://www.wikidata.org/entity/Q17382366,Esa Lukala,1945,male
http://www.wikidata.org/entity/Q3308555,Osmel Sousa,1945,male
http://www.wikidata.org/entity/Q3394177,Roberto Verino,1945,male
http://www.wikidata.org/entity/Q6380306,Kay Unger,1945,female
http://www.wikidata.org/entity/Q3052313,Emilio Cavallini,1945,male
http://www.wikidata.org/entity/Q27882759,Luciano Brancoli,1945,male
http://www.wikidata.org/entity/Q116981084,Marianne Jongkind,1945,female
http://www.wikidata.org/entity/Q6660097,Liz Davenport,1945,female
http://www.wikidata.org/entity/Q7149981,Paul Costelloe,1945,male
http://www.wikidata.org/entity/Q19663508,Aristos Constantinou,1945,male
http://www.wikidata.org/entity/Q4353216,Margit Brandt,1945,female
http://www.wikidata.org/entity/Q4685724,Adrienne Vittadini,1945,female
http://www.wikidata.org/entity/Q4706630,Alan Flusser,1945,male
http://www.wikidata.org/entity/Q33150516,François Girbaud,1945,male
http://www.wikidata.org/entity/Q34328135,Gordon Luke Clarke,1945,male
http://www.wikidata.org/entity/Q39047885,Nono Maldonado,1945,male
http://www.wikidata.org/entity/Q107326978,France Andrevie,1945,female
http://www.wikidata.org/entity/Q107328394,Jenny Meirens,1945,female
http://www.wikidata.org/entity/Q108332655,Brigitte Meier-Schomburg,1945,female
http://www.wikidata.org/entity/Q7365446,Ronaldus Shamask,1945,male
http://www.wikidata.org/entity/Q104412910,Cinzia Ruggeri,1945,female
http://www.wikidata.org/entity/Q15921905,Norma Kamali,1945,female
http://www.wikidata.org/entity/Q110665066,Tamara Yovel Jones,1945,female
http://www.wikidata.org/entity/Q106230036,Debra Rapoport,1945,female
http://www.wikidata.org/entity/Q76528385,Kerstin Boulonger,1945,female
http://www.wikidata.org/entity/Q77284712,Lena Liljegren,1945,female
http://www.wikidata.org/entity/Q50738846,Andrea Galer,1945,female
http://www.wikidata.org/entity/Q52634409,Anita Evenepoel,1945,female
http://www.wikidata.org/entity/Q124705290,Colette Van Landuyt,1945,female
http://www.wikidata.org/entity/Q21461838,Carolyn Maxwell,1945,female
http://www.wikidata.org/entity/Q112526996,Chantal Trubert-Tollu,1946,female
http://www.wikidata.org/entity/Q264490,Gianni Versace,1946,male
http://www.wikidata.org/entity/Q272438,Diane von Fürstenberg,1946,female
http://www.wikidata.org/entity/Q1231482,Paul Smith,1946,male
http://www.wikidata.org/entity/Q11836904,Teresa Rosati,1946,female
http://www.wikidata.org/entity/Q12287779,Natali Genova,1946,female
http://www.wikidata.org/entity/Q16729843,Solveig Hisdal,1946,female
http://www.wikidata.org/entity/Q17058521,Ellinor Flor,1946,female
http://www.wikidata.org/entity/Q1986991,Nicole Farhi,1946,female
http://www.wikidata.org/entity/Q2313000,Henk van Manen,1946,male
http://www.wikidata.org/entity/Q2360799,Olivier Strelli,1946,male
http://www.wikidata.org/entity/Q17381919,Anneli Kukkonen,1946,female
http://www.wikidata.org/entity/Q17382242,Kari Lepistö,1946,male
http://www.wikidata.org/entity/Q3823369,Sita Murt,1946,female
http://www.wikidata.org/entity/Q3838717,Luciano Soprani,1946,male
http://www.wikidata.org/entity/Q2624103,Alain Manoukian,1946,male
http://www.wikidata.org/entity/Q114051987,Mirandi Babitz,1946,female
http://www.wikidata.org/entity/Q6759538,Margaret Howell,1946,female
http://www.wikidata.org/entity/Q29107249,Ola Oliver,1946,male
http://www.wikidata.org/entity/Q33112459,Elisabeth de Senneville,1946,female
http://www.wikidata.org/entity/Q9011705,Jesús del Pozo,1946,male
http://www.wikidata.org/entity/Q107327995,Martine Kegels,1946,female
http://www.wikidata.org/entity/Q7498600,Shirin Guild,1946,female
http://www.wikidata.org/entity/Q10359342,Renato Loureiro,1946,male
http://www.wikidata.org/entity/Q12875213,Q12875213,1946,male
http://www.wikidata.org/entity/Q15054493,Victor Edelstein,1946,male
http://www.wikidata.org/entity/Q110321017,Clovis Ruffin,1946,male
http://www.wikidata.org/entity/Q110551626,Paul Frith,1946,male
http://www.wikidata.org/entity/Q119922637,Sueo Irie,1946,male
http://www.wikidata.org/entity/Q68577105,Jytte Meilvang,1946,female
http://www.wikidata.org/entity/Q122935967,Ben van der Wal,1946,male
http://www.wikidata.org/entity/Q124057405,José Jesús Lorenzo,1946,male
http://www.wikidata.org/entity/Q47491709,Gisella Giovenco,1946,female
http://www.wikidata.org/entity/Q51167071,Noriko Kazuki,1946,female
http://www.wikidata.org/entity/Q51695476,Marjorie Bear Don't Walk,1946,female
http://www.wikidata.org/entity/Q61102773,Pentti Rinta,1946,male
http://www.wikidata.org/entity/Q2408009,Cheryl Tiegs,1947,female
http://www.wikidata.org/entity/Q499983,Loulou de la Falaise,1947,female
http://www.wikidata.org/entity/Q16114284,Richard Cawley,1947,male
http://www.wikidata.org/entity/Q1909570,Oger Lusink,1947,male
http://www.wikidata.org/entity/Q2053058,Peter Rozemeijer,1947,male
http://www.wikidata.org/entity/Q2362011,Chantal Thomass,1947,female
http://www.wikidata.org/entity/Q5677507,Harvey Proctor,1947,male
http://www.wikidata.org/entity/Q23023681,Patricia Underwood,1947,female
http://www.wikidata.org/entity/Q23671264,Karen Townshend,1947,female
http://www.wikidata.org/entity/Q17380140,Arto Elovirta,1947,male
http://www.wikidata.org/entity/Q18346499,Ruth Tarvydas,1947,female
http://www.wikidata.org/entity/Q3881445,Ola Hudson,1947,female
http://www.wikidata.org/entity/Q6376197,Katharine Hamnett,1947,female
http://www.wikidata.org/entity/Q6612703,Tova Hassin,1947,female
http://www.wikidata.org/entity/Q6742363,Malcolm Hall,1947,male
http://www.wikidata.org/entity/Q6835634,Michaele Vollbracht,1947,male
http://www.wikidata.org/entity/Q19867518,Zoran,1947,male
http://www.wikidata.org/entity/Q4297950,Tatiana Mikhalkova,1947,female
http://www.wikidata.org/entity/Q33114005,Popy Moreni,1947,female
http://www.wikidata.org/entity/Q36988043,Mimi Fayazi,1947,female
http://www.wikidata.org/entity/Q8201516,Antonio Miró,1947,male
http://www.wikidata.org/entity/Q9017612,Kina Fernández,1947,female
http://www.wikidata.org/entity/Q124705506,Liesbeth Rooyaards,1947,female
http://www.wikidata.org/entity/Q7329594,Richard Tyler,1947,male
http://www.wikidata.org/entity/Q7518434,Simon Chang,1947,male
http://www.wikidata.org/entity/Q92914922,Richard Nott,1947,male
http://www.wikidata.org/entity/Q11562252,Kōji Watanabe,1947,male
http://www.wikidata.org/entity/Q11568795,Tokio Kumagai,1947,male
http://www.wikidata.org/entity/Q13606850,Jenny Kee,1947,female
http://www.wikidata.org/entity/Q15486017,Josie Natori,1947,female
http://www.wikidata.org/entity/Q110317872,Elly Dunnewold,1947,female
http://www.wikidata.org/entity/Q117054830,Q117054830,1947,female
http://www.wikidata.org/entity/Q97193498,Q97193498,1947,female
http://www.wikidata.org/entity/Q106548913,Bonnie August,1947,female
http://www.wikidata.org/entity/Q106685660,Maria Diduch,1947,female
http://www.wikidata.org/entity/Q52700122,Josette Nahmias,1947,female
http://www.wikidata.org/entity/Q55287291,Carla van der Vorst,1947,female
http://www.wikidata.org/entity/Q55390182,Ewa Harley,1947,female
http://www.wikidata.org/entity/Q60672240,Katalin zu Windisch-Graetz,1947,female
http://www.wikidata.org/entity/Q124705279,Gloria Kok,1947,female
http://www.wikidata.org/entity/Q124705319,Hans Kemmink,1947,male
http://www.wikidata.org/entity/Q124705376,Cora Kemperman,1947,female
http://www.wikidata.org/entity/Q124705378,Frits Klaarenbeek,1947,male
http://www.wikidata.org/entity/Q242342,Miuccia Prada,1948,female
http://www.wikidata.org/entity/Q362249,Jimmy Choo,1948,male
http://www.wikidata.org/entity/Q5444468,Fern Mallis,1948,female
http://www.wikidata.org/entity/Q464497,Donna Karan,1948,female
http://www.wikidata.org/entity/Q258156,Colleen Atwood,1948,female
http://www.wikidata.org/entity/Q11653645,Toshiaki Nagakusa,1948,male
http://www.wikidata.org/entity/Q16120378,Jean Cacicedo,1948,female
http://www.wikidata.org/entity/Q5361459,Elisabeth Findlay,1948,female
http://www.wikidata.org/entity/Q2255891,Rocco Barocco,1948,male
http://www.wikidata.org/entity/Q6068218,Cemil İpekçi,1948,male
http://www.wikidata.org/entity/Q17996436,Pedro del Hierro,1948,male
http://www.wikidata.org/entity/Q3667468,Chiara Boni,1948,female
http://www.wikidata.org/entity/Q6233507,John Fluevog,1948,male
http://www.wikidata.org/entity/Q2835472,Alfred Sung,1948,male
http://www.wikidata.org/entity/Q113648826,Françoise Colpe,1948,female
http://www.wikidata.org/entity/Q115914769,Olga Naum,1948,female
http://www.wikidata.org/entity/Q7166361,Pepper LaBeija,1948,trans woman
http://www.wikidata.org/entity/Q18655504,Jany Temime,1948,female
http://www.wikidata.org/entity/Q19668623,Kalpana Shah,1948,female
http://www.wikidata.org/entity/Q19826399,Michalis Polatov,1948,male
http://www.wikidata.org/entity/Q4719268,Alexander Julian,1948,male
http://www.wikidata.org/entity/Q30603711,Bill Robinson,1948,male
http://www.wikidata.org/entity/Q8003780,Willi Smith,1948,male
http://www.wikidata.org/entity/Q109288481,Mia Murray-Lindgren,1948,female
http://www.wikidata.org/entity/Q109289704,Mark Sebba,1948,male
http://www.wikidata.org/entity/Q10383220,Tony Miranda,1948,male
http://www.wikidata.org/entity/Q11316123,Tadashi Shoji,1948,male
http://www.wikidata.org/entity/Q98268640,Marjatta Heikkilä-Rastas,1948,female
http://www.wikidata.org/entity/Q15878757,Linda Loppa,1948,female
http://www.wikidata.org/entity/Q110372944,Graham Fraser,1948,male
http://www.wikidata.org/entity/Q106685523,Hill Metselaar,1948,female
http://www.wikidata.org/entity/Q53359716,Verica Rakocević,1948,female
http://www.wikidata.org/entity/Q59887768,Armando Mafud,1948,male
http://www.wikidata.org/entity/Q60580604,Olmes Carretti,1948,male
http://www.wikidata.org/entity/Q242342,Miuccia Prada,1949,female
http://www.wikidata.org/entity/Q270356,Paloma Ruiz Picasso,1949,female
http://www.wikidata.org/entity/Q440313,Milena Canonero,1949,female
http://www.wikidata.org/entity/Q455924,Sayoko Yamaguchi,1949,female
http://www.wikidata.org/entity/Q330009,Romeo Gigli,1949,male
http://www.wikidata.org/entity/Q16142727,Sherri Hill,1949,female
http://www.wikidata.org/entity/Q230728,Vera Wang,1949,female
http://www.wikidata.org/entity/Q4890029,Benny Ong,1949,male
http://www.wikidata.org/entity/Q4898847,Betty Jackson,1949,female
http://www.wikidata.org/entity/Q1293942,Nomi Goldfarb,1949,female
http://www.wikidata.org/entity/Q11890966,Ritva-Liisa Pohjalainen,1949,female
http://www.wikidata.org/entity/Q112227724,Charles Suppon,1949,male
http://www.wikidata.org/entity/Q16751082,Sue Wong,1949,female
http://www.wikidata.org/entity/Q2158802,Tetteh Adzedu,1949,male
